"unit_id","title","question_text","answer","explanation"
"4級第9回","4級第9回","客を<u>ザシキ</u>に案内する。","座敷","畳をしいた部屋・客間"
"4級第9回","4級第9回","<u>ケイシャ</u>がきつい難コース。","傾斜","かたむき"
"4級第9回","4級第9回","しばらくご<u>カンダン</u>ください。","歓談","うちとけて話すこと"
"4級第9回","4級第9回","まるで<u>キュウデン</u>のような豪邸。","宮殿","国王などの御殿"
"4級第9回","4級第9回","人に<u>レイゾク</u>する人生は良くない。","隷属","支配され従うこと"
"4級第9回","4級第9回","彼は郷土が誇る<u>エイユウ</u>だ。","英雄","才知・業績などがすぐれている人"
"4級第9回","4級第9回","<u>ユウガ</u>な舞を見て楽しんだ。","優雅","上品で美しいこと"
"4級第9回","4級第9回","最終戦で<u>シュウ</u>を決する。","雌雄","勝敗・優劣"
"4級第9回","4級第9回","飛行機が無事に<u>リリク</u>した。","離陸","陸から空へ飛び立つこと"
"4級第9回","4級第9回","重要<u>コウモク</u>に印をつける。","項目","物事の内容の小分け"
"4級第9回","4級第9回","生徒から<u>シンライ</u>される先生。","信頼","信じてたよること"
"4級第9回","4級第9回","深夜の<u>セイジャク</u>の中で読書する。","静寂","ひっそりとしずかなこと"
"4級第9回","4級第9回","もうすぐ<u>シュウシン</u>時間だ。","就寝","眠りにつくこと"
"4級第9回","4級第9回","<u>ヤマイモ</u>料理で体力を増進する。","山芋","やまのいも"
"4級第9回","4級第9回","友人といっしょに<u>シバイ</u>を見に行く。","芝居","演劇"
"4級第9回","4級第9回","水草が<u>ハンモ</u>している池。","繁茂","生えしげること"
"4級第9回","4級第9回","<u>コウヤ</u>の中の一軒家。","荒野","荒れた原野"
"4級第9回","4級第9回","妹は甘いお<u>カシ</u>が大好物だ。","菓子","間食として食べるもの"
"4級第9回","4級第9回","若いときから<u>チョチク</u>に励む。","貯蓄","お金などをためること"
"4級第9回","4級第9回","<u>タキギノウ</u>の雰囲気は独特だ。","薪能","たきぎを焚いて屋外で行う能"
"4級第9回","4級第9回","ずいぶん<u>ハクジョウ</u>な仕打ちだ。","薄情","思いやりが少ないこと"
"4級第9回","4級第9回","うちわや<u>センス</u>には風情がある。","扇子","あおいで風をおこす道具"
"4級第9回","4級第9回","有名人の<u>トツゼン</u>の登場で会場は熱狂した。","突然","予期せず急におこること"
"4級第9回","4級第9回","規則を破れば<u>ショバツ</u>される。","処罰","ばっすること"
"4級第9回","4級第9回","文書に数<u>カショ</u>間違いがある。","箇所","それが存在するところ"
"4級第9回","4級第9回","試験の<u>ハンイ</u>はここまでです。","範囲","一定の区域"
"4級第9回","4級第9回","夏の夕空に<u>ライメイ</u>がなり響く。","雷鳴","かみなりの音"
