"unit_id","title","question_text","answer","explanation"
"4級第12回","4級第12回","小切手には「一」の代わりに「<u>イチ</u>」と書く。","壱","一の大字"
"4級第12回","4級第12回","整理番号が<u>キスウ</u>の人から面接した。","奇数","二で割り切れない整数"
"4級第12回","4級第12回","<u>オクヤマ</u>に分け入る。","奥山","人里離れた山"
"4級第12回","4級第12回","彼の驚き方は<u>ジンジョウ</u>ではない。","尋常","ふつう"
"4級第12回","4級第12回","夜間、校内を<u>ジュンカイ</u>する警備員。","巡回","見まわること"
"4級第12回","4級第12回","<u>キカガク</u>的な模様のじゅうたん。","幾何学","形や空間などを研究する学問"
"4級第12回","4級第12回","記録の<u>コウシン</u>が期待できる。","更新","あたらしくなること"
"4級第12回","4級第12回","小説の<u>ボウトウ</u>部を暗唱する。","冒頭","はじめの所"
"4級第12回","4級第12回","みんなで<u>ダイタイ</u>案を考えよう。","代替","他のものでかえること"
"4級第12回","4級第12回","<u>サイニュウ</u>を見こして予算を編成する。","歳入","国などの会計年度内の収入の総計"
"4級第12回","4級第12回","木の<u>ゲンカン</u>の家。","玄関","正面の入り口"
"4級第12回","4級第12回","<u>カンゲン</u>に乗ってだまされた。","甘言","相手を喜ばせるあまいことば"
"4級第12回","4級第12回","成功する可能性は<u>カイム</u>に等しい。","皆無","まったくないこと"
"4級第12回","4級第12回","理論と結果とが<u>ムジュン</u>している。","矛盾","つじつまが合わないこと"
"4級第12回","4級第12回","ことの<u>ホッタン</u>はあの事件だった。","発端","事の初め"
"4級第12回","4級第12回","政界再編の<u>イチヨク</u>を担う新党。","一翼","ひとつの役目"
"4級第12回","4級第12回","<u>タイキュウ</u>性に優れている新素材。","耐久","長持ちすること"
"4級第12回","4級第12回","若者の好みに<u>ガッチ</u>した食べ物。","合致","ちょうどあうこと"
"4級第12回","4級第12回","<u>テンポ</u>改装工事のため休みます。","店舗","商店"
"4級第12回","4級第12回","彼の<u>ゴウカイ</u>な人柄はとても魅力的だ。","豪快","力強く堂々として立派なこと"
"4級第12回","4級第12回","ドラマが大きな<u>ハンキョウ</u>を呼んだ。","反響","働きかけに対して起こる動き"
"4級第12回","4級第12回","満開の花が<u>コウキ</u>を漂わせる。","香気","良いかおり"
"4級第12回","4級第12回","中学校時代からずっと数学は<u>キモン</u>だ。","鬼門","その人にとって苦手な事柄"
"4級第12回","4級第12回","容姿<u>タンレイ</u>な新人タレント。","端麗","形が美しく整っているさま"
"4級第12回","4級第12回","深海は<u>チンモク</u>の世界だ。","沈黙","何もいわないこと"
"4級第12回","4級第12回","日本は<u>コウレイ</u>化社会になった。","高齢","年れいが高いこと"
"4級第12回","4級第12回","部員の士気を<u>コブ</u>する。","鼓舞","励ますこと"
