"unit_id","title","question_text","answer","explanation"
"4級第10回","4級第10回","企業の<u>ジュヨウ</u>が多い資格を取得する。","需要","商品などを求める欲求"
"4級第10回","4級第10回","大型トラックが通ると家が<u>シンドウ</u>する。","振動","揺れうごくこと"
"4級第10回","4級第10回","<u>ノウム</u>の中の登山は危険だ。","濃霧","こい霧"
"4級第10回","4級第10回","他人を<u>ロコツ</u>に批判するのは問題だ。","露骨","ありのままなこと"
"4級第10回","4級第10回","<u>トウハツ</u>検査が廃止された。","頭髪","あたまの毛"
"4級第10回","4級第10回","<u>ジンイ</u>的に雨を降らせる。","人為","人間の仕業"
"4級第10回","4級第10回","<u>モウレツ</u>な日差しが照りつける。","猛烈","勢いが激しいこと"
"4級第10回","4級第10回","<u>ニマメ</u>料理は体に良いらしい。","煮豆","にしめたまめ"
"4級第10回","4級第10回","私の故郷は<u>ボンチ</u>にある小さな町だ。","盆地","まわりを山に囲まれた平らな所"
"4級第10回","4級第10回","<u>ゴウトウ</u>事件が頻発する。","強盗","むりやり財物を奪うこと"
"4級第10回","4級第10回","会社の<u>カンサ</u>役に就任する。","監査","監督して検査すること"
"4級第10回","4級第10回","経営の<u>キバン</u>を固める。","基盤","物事の土台・基本"
"4級第10回","4級第10回","<u>ブタイ</u>に立つ日を夢見る少女。","舞台","演技などを行う所"
"4級第10回","4級第10回","無礼な振る舞いに<u>ゲキド</u>した。","激怒","はげしくいかること"
"4級第10回","4級第10回","お手数をかけて<u>キョウシュク</u>です。","恐縮","おそれいること"
"4級第10回","4級第10回","みんなで<u>チエ</u>を絞って考えよう。","知恵","物事を判断する力"
"4級第10回","4級第10回","<u>レンアイ</u>小説を執筆する。","恋愛","男女が慕い合うこと"
"4級第10回","4級第10回","君には<u>メイワク</u>をかけてしまった。","迷惑","わずらわしく嫌な気分になること"
"4級第10回","4級第10回","けがをしないように<u>ハイリョ</u>する。","配慮","気をくばること"
"4級第10回","4級第10回","企業の<u>チブ</u>を暴いた特集記事。","恥部","はずかしい部分"
"4級第10回","4級第10回","明日の<u>キショウ</u>時間は七時です。","起床","寝床から起き出ること"
"4級第10回","4級第10回","選手の<u>ヒロウ</u>の色が濃い。","疲労","つかれること"
"4級第10回","4級第10回","最新の<u>チリョウ</u>法で回復した。","治療","病気・けがをなおすこと"
"4級第10回","4級第10回","そんな<u>リフジン</u>なことは許されない。","理不尽","道理にあわないこと"
"4級第10回","4級第10回","容疑者を<u>ビコウ</u>する刑事。","尾行","ひそかに後をつけること"
"4級第10回","4級第10回","<u>フクツ</u>の精神でばん回する。","不屈","くじけないこと"
"4級第10回","4級第10回","残念ながら<u>ミコミ</u>違いだったようだ。","見込み","予定・予そく"
