"unit_id","title","question_text","answer","explanation"
"4級第3回","4級第3回","<u>ツイオク</u>にふけって時間を費やす。","追憶","昔を思い出すこと"
"4級第3回","4級第3回","先生自ら応援団の<u>ジントウ</u>指揮をとる。","陣頭","活動の第一線"
"4級第3回","4級第3回","<u>インキ</u>な冬空が続く毎日。","陰気","暗くしずんだようす"
"4級第3回","4級第3回","定年退職後は<u>インキョ</u>生活を送る。","隠居","静かにくらすこと"
"4級第3回","4級第3回","<u>キンリン</u>諸国との友好関係を保つ。","近隣","となりきんぺん"
"4級第3回","4級第3回","大家に家賃を<u>シハラ</u>う。","支払","料金などを相手にわたす"
"4級第3回","4級第3回","<u>トリアツカ</u>いには十分ご注意ください。","取扱","手で動かしたり使ったり処理すること"
"4級第3回","4級第3回","組織内の<u>コウソウ</u>に巻き込まれる。","抗争","逆らいあらそうこと"
"4級第3回","4級第3回","春の<u>センバツ</u>高校野球大会が始まった。","選抜","優れたものをえらぶこと"
"4級第3回","4級第3回","友人に<u>オシバナ</u>を贈る。","押し花","紙などにはさみ、おさえつけて乾かしたはな"
"4級第3回","4級第3回","<u>ショウコ</u>固めに走り回る捜査員。","証拠","事実をしょう明するための材料"
"4級第3回","4級第3回","この辺りは祖父が<u>カイタク</u>した土地だ。","開拓","山野をきりひらいて田畑を作ること"
"4級第3回","4級第3回","かぜをひいて<u>テイコウ</u>力が弱まる。","抵抗","逆らうこと"
"4級第3回","4級第3回","立ちあがった<u>ヒョウシ</u>に足首をひねった。","拍子","はずみ"
"4級第3回","4級第3回","日射病で倒れた生徒を<u>カイホウ</u>する。","介抱","病人・けが人の世話をすること"
"4級第3回","4級第3回","今学期は成績<u>フシン</u>に苦しんだ。","不振","勢いがふるわないこと"
"4級第3回","4級第3回","領海内の<u>ホカク</u>量を制限する条約。","捕獲","いけどること"
"4級第3回","4級第3回","夏休みに遺跡の<u>ハックツ</u>調査を手伝う。","発掘","土の中からほり出すこと"
"4級第3回","4級第3回","人物<u>ビョウシャ</u>のうまい小説家。","描写","文章や絵で表すこと"
"4級第3回","4級第3回","体育の時間に<u>アクリョク</u>を測る。","握力","ものをにぎるちから"
"4級第3回","4級第3回","企業が学生の福祉活動を<u>シエン</u>する。","支援","ちからを貸して助けること"
"4級第3回","4級第3回","納品車は<u>ハンニュウ</u>口へ回ってください。","搬入","大きいものを運びいれること"
"4級第3回","4級第3回","腫瘍の<u>テキシュツ</u>手術は成功した。","摘出","悪い部分をとりだすこと"
"4級第3回","4級第3回","相手チームの<u>コウゲキ</u>が始まった。","攻撃","敵をせめること"
"4級第3回","4級第3回","期末試験でがんばって<u>オメイ</u>をすすぐ。","汚名","わるいひょう判"
"4級第3回","4級第3回","全身運動で<u>ハッカン</u>を促進する。","発汗","あせがでること"
