"unit_id","title","question_text","answer","explanation"
"4級第4回","4級第4回","<u>オキアイ</u>まで船をだす。","沖合","おきのほう"
"4級第4回","4級第4回","大自然のめぐみは神の<u>オンタク</u>だ。","恩沢","めぐみ"
"4級第4回","4級第4回","彼は<u>チンツウ</u>な面もちで話し続ける。","沈痛","深いかなしみで心をいためているようす"
"4級第4回","4級第4回","深刻な<u>フキョウ</u>は生活全般に影響する。","不況","景気がわるいこと"
"4級第4回","4級第4回","<u>ヌマチ</u>にはさまざまな生き物がいる。","沼地","じめじめしたとち"
"4級第4回","4級第4回","<u>シュクハク</u>者名簿に住所を記す。","宿泊","やどにとまること"
"4級第4回","4級第4回","裁判員制度も国民に<u>シントウ</u>してきた。","浸透","広く行きわたること"
"4級第4回","4級第4回","はまなすは<u>カイヒン</u>植物の一種である。","海浜","うみべ"
"4級第4回","4級第4回","政府内で改革案が<u>フジョウ</u>してきた。","浮上","うかびあがること"
"4級第4回","4級第4回","念願の初優勝を果たし<u>カンルイ</u>にむせぶ。","感涙","かん激して流すなみだ"
"4級第4回","4級第4回","母の作る煮物は味付けが<u>タンパク</u>だ。","淡泊","薄くてあっさりしていること"
"4級第4回","4級第4回","海外旅行に<u>テンジョウ</u>員として同行する。","添乗","旅行の案内などのためにつきそうこと"
"4級第4回","4級第4回","江戸時代から伝わる南蛮<u>トライ</u>の品々。","渡来","外国からくること"
"4級第4回","4級第4回","その<u>ヨウエキ</u>は食塩と亜鉛を含んでいる。","溶液","物質をとかしたえきたい"
"4級第4回","4級第4回","雨あがりに軒から<u>スイテキ</u>が落ちる。","水滴","しずく"
"4級第4回","4級第4回","小さいころからよく<u>マンガ</u>を読んだ。","漫画","絵を中心にした物語"
"4級第4回","4級第4回","スープの<u>ウワズ</u>みをていねいにすくう。","上澄","えきたいのうえのすんでいる部分"
"4級第4回","4級第4回","<u>セイダク</u>併せのむ。","清濁","善悪やすんでいること、にごっていること"
"4級第4回","4級第4回","木々の緑の<u>ノウタン</u>を正確に描写する。","濃淡","色などのこさと・うすさ"
"4級第4回","4級第4回","高校時代はラグビーに<u>ネッキョウ</u>した。","熱狂","夢中になること"
"4級第4回","4級第4回","<u>キョウリョウ</u>な者は指導者になれない。","狭量","心がせまいこと"
"4級第4回","4級第4回","休日に森で<u>カリ</u>を楽しむ貴族。","狩","鳥やけものをとらえること"
"4級第4回","4級第4回","インフルエンザが<u>モウイ</u>をふるっている。","猛威","すさまじい勢い"
"4級第4回","4級第4回","イギリスでは労働党が政権を<u>カクトク</u>した。","獲得","努力して自分ものにすること"
"4級第4回","4級第4回","<u>モウジュウ</u>の檻には手を触れないように。","猛獣","性質の荒い肉食のけもの"
"4級第4回","4級第4回","受験直前には<u>スンカ</u>を惜しんで勉強した。","寸暇","ほんの少しのひま"
