"unit_id","title","question_text","answer","explanation"
"4級第6回","4級第6回","<u>カンソウ</u>機から洗濯物を取り出す。","乾燥","かわくこと・かわかすこと"
"4級第6回","4級第6回","遂に怒りが<u>バクハツ</u>した。","爆発","たまっていたものがいちどに噴き出すこと"
"4級第6回","4級第6回","大陸には<u>チンキ</u>な動物がたくさんいる。","珍奇","めずらしくきみょうなようす"
"4級第6回","4級第6回","<u>カンキョウ</u>破壊について真剣に考えよう。","環境","生物をとりまく状態"
"4級第6回","4級第6回","天神様に合格<u>キガン</u>のお参りに行く。","祈願","神仏にねがいがかなうよういのること"
"4級第6回","4級第6回","「堂々」や「人々」は<u>ジョウゴ</u>である。","畳語","同じ言葉をかさねてつくった言葉"
"4級第6回","4級第6回","著名な画家が<u>エイミン</u>した。","永眠","死ぬこと"
"4級第6回","4級第6回","今日の試合は<u>シュンジ</u>も気を抜けない。","瞬時","非常に短い時間"
"4級第6回","4級第6回","彼の考えと行動は<u>ムジュン</u>している。","矛盾","つじつまが合わないこと"
"4級第6回","4級第6回","水<u>デッポウ</u>で遊ぶ子どもたち。","鉄砲","火薬で弾を発射する武器"
"4級第6回","4級第6回","本名よりも<u>ツウショウ</u>で呼ばれる男。","通称","一般に使われている名前"
"4級第6回","4級第6回","我が県の米作はすべて<u>スイトウ</u>だ。","水稲","水田で作るいね"
"4級第6回","4級第6回","読者からの<u>トウコウ</u>写真が掲載される。","投稿","雑誌・新聞などに原こうを送ること"
"4級第6回","4級第6回","彼女は学校一の<u>シュウサイ</u>だ。","秀才","すぐれたさい能の持ち主"
"4級第6回","4級第6回","野生動物が作物を荒らす<u>ヒガイ</u>が増えた。","被害","損がいを受けること"
"4級第6回","4級第6回","古典芸能の家元は<u>セシュウ</u>される。","世襲","親から子へと代々受け継ぐこと"
"4級第6回","4級第6回","砂糖の<u>リュウシ</u>は塩よりあらい。","粒子","物質を形づくる小さなつぶ"
"4級第6回","4級第6回","彼の発言はクラス中に<u>ハモン</u>を呼んだ。","波紋","周りに及ぼす影響"
"4級第6回","4級第6回","母に友達を<u>ショウカイ</u>する。","紹介","知らない人同士をあわせること"
"4級第6回","4級第6回","<u>タンラク</u>的な行動に走ってはいけない。","短絡","簡単にものごとを結びつけてしまうこと"
"4級第6回","4級第6回","宮廷で行われる王位<u>ケイショウ</u>の儀式。","継承","地位や財産を受けつぐこと"
"4級第6回","4級第6回","現与党の政権<u>イジ</u>は極めて困難だ。","維持","同じ状態を保つこと"
"4級第6回","4級第6回","世界中に張り巡らされた<u>ツウシンモウ</u>。","通信網","各地に置いたつうしん組織"
"4級第6回","4級第6回","正月に<u>ケツエン</u>者が一堂に会した。","血縁","ちのつながりのある間柄"
"4級第6回","4級第6回","ローマと札幌はほぼ同<u>イド</u>上に位置する。","緯度","赤道からの離れど合いを示す角ど"
"4級第6回","4級第6回","<u>クリア</u>げ当選で現市議は決まった。","繰上","順番を前におくること"
